id,house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
208,1 BHK House for Rent in Phase 8th JP Nagar Bangalore,Phase 8th JP Nagar,Bangalore,600,1,1,0,Semi-Furnished,23,14000
209,1 BHK House for Rent in Patel Nagar New Delhi,Patel Nagar,New Delhi,1100,1,1,0,Semi-Furnished,27,30000
210,1 BHK House for Rent in Hinjawadi Pune,Hinjewadi,Pune,650,1,1,2,Unfurnished,18,12000
211,1 BHK House for Rent in Jogeshwari East Mumbai,Jogeshwari East,Mumbai,350,1,1,0,Unfurnished,34,12000
212,2 BHK House for Rent in Katraj Pune,Katraj,Pune,900,2,2,0,Semi-Furnished,13,12000
213,"2 BHK Flat for Rent in Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,1195,2,2,0,Semi-Furnished,28,34000
214,"4 BHK Flat for Rent in Gulmohar Apartments, Sector 11 Dwarka, New Delhi",Sector 11 Dwarka,New Delhi,1850,4,4,3,Semi-Furnished,22,40000
215,"1 BHK Flat for Rent in RNA Regency Park, Kandivali West, Mumbai",Kandivali West,Mumbai,400,1,1,0,Unfurnished,80,32000
216,"2 BHK Flat for Rent in Seven Bungalows, Mumbai",Seven Bungalows,Mumbai,750,2,2,0,Unfurnished,167,130000
217,"4 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2359,4,5,0,Furnished,51,120000
218,"2 BHK Flat for Rent in Chattarpur, New Delhi",Chhattarpur,New Delhi,900,2,2,0,Semi-Furnished,18,16500
219,"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bangalore,1175,3,2,2,Semi-Furnished,27,32000
220,"3 BHK Flat for Rent in Ashok Nagar, Bangalore",Ashok Nagar,Bangalore,2300,3,3,3,Semi-Furnished,87,200000
221,"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1100,3,3,3,Semi-Furnished,15,17000
222,"2 BHK Flat for Rent in Godrej Tranquil, Kandivali East, Mumbai",Kandivali East,Mumbai,750,2,2,2,Semi-Furnished,71,53000
223,"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1382,3,3,2,Semi-Furnished,72,100000
224,1 BHK House for Rent in Santacruz East Mumbai,Santacruz East,Mumbai,300,1,1,0,Unfurnished,18,5500
225,"1 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,550,1,1,0,Semi-Furnished,47,26000
226,3 BHK House for Rent in Defence Colony New Delhi,Defence Colony,New Delhi,1900,3,3,0,Furnished,84,160000
227,2 BHK House for Rent in Air Force Area Pune,Air Force Area,Pune,1358,2,2,0,Furnished,24,32000
228,1 BHK House for Rent in Byrathi Bangalore,Byrathi,Bangalore,700,1,1,0,Semi-Furnished,14,10000
229,"1 BHK Flat for Rent in Pitam Pura, New Delhi",Pitampura,New Delhi,80,1,1,0,Furnished,188,15000
230,"2 BHK Flat for Rent in Shalimar bagh, New Delhi",Shalimar bagh,New Delhi,720,2,2,0,Semi-Furnished,42,30000
231,"4 BHK Flat for Rent in 1A Block Koramangala, Bangalore",1A Block Koramangala,Bangalore,2100,4,4,3,Semi-Furnished,83,180000
232,"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1200,3,2,4,Furnished,54,65000
233,"2 BHK Flat for Rent in Sarova Kandivali, Samata Nagar Thakur Village, Mumbai",Samata Nagar Thakur Village,Mumbai,550,2,2,0,Furnished,73,40000
234,4 BHK Villa for Rent in Bommasandra Bangalore,Bommasandra,Bangalore,2200,4,4,0,Semi-Furnished,18,40000
235,"2 BHK Flat for Rent in Dhoop Chhaon CHS, Four Bungalows, Mumbai",Four Bungalows,Mumbai,800,2,2,3,Semi-Furnished,90,72000
236,"3 BHK Flat for Rent in Vasant Valley, Dindoshi, Mumbai",Dindoshi - Malad East,Mumbai,1000,3,3,2,Furnished,65,65000
237,"3 BHK Flat for Rent in Indiabulls Sky, Lower Parel, Mumbai",Lower Parel,Mumbai,2680,3,3,3,Unfurnished,112,300000
238,"2 BHK House for Rent in The Empyrean, Kotewada Nagpur",Kotewada,Nagpur,1100,2,2,0,Unfurnished,8,8458
239,"3 BHK Flat for Rent in Aavalahalli, Bangalore",Avalahalli,Bangalore,2200,3,5,3,Semi-Furnished,37,82000
240,"2 BHK Flat for Rent in Sector 19 Dwarka, New Delhi",Sector 19 Dwarka,New Delhi,750,2,2,0,Unfurnished,27,20000
241,"1 BHK Flat for Rent in Satra Harmony, Chembur, Mumbai",Chembur,Mumbai,500,1,1,0,Furnished,80,40000
242,"3 BHK Flat for Rent in Banaswadi, Bangalore",Banaswadi,Bangalore,1600,3,3,2,Semi-Furnished,28,44000
243,"2 BHK Flat for Rent in Jalahalli West, Bangalore",Jalahalli West,Bangalore,800,2,2,0,Furnished,30,24000
244,"2 BHK Flat for Rent in Sector 8 Dwarka, New Delhi",Sector 8 Dwarka,New Delhi,650,2,2,0,Semi-Furnished,20,13000
245,"3 BHK Flat for Rent in Omkar Alta Monte, Malad East, Mumbai",Malad East,Mumbai,1833,3,5,4,Semi-Furnished,60,110000
246,"1 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,360,1,1,0,Semi-Furnished,24,8500
247,"2 BHK Flat for Rent in Hinjawadi, Pune",Hinjewadi,Pune,1100,2,2,0,Furnished,16,18000
248,"2 BHK Flat for Rent in Om Vihar Phase IV, Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,490,2,2,0,Unfurnished,15,7500
249,"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1511,3,3,0,Semi-Furnished,33,50000
250,5 BHK Villa for Rent in Sat Bari New Delhi,Sat Bari,New Delhi,4500,5,5,5,Furnished,221,1000000
251,"4 BHK Flat for Rent in Asha Deep Building, Connaught Place, New Delhi",Connaught Place,New Delhi,1800,4,4,3,Furnished,83,150000
252,"2 BHK Flat for Rent in Kukreja Complex, Govind Nagar Bhandup West, Mumbai",Govind Nagar Bhandup West,Mumbai,800,2,2,0,Unfurnished,69,55000
253,"3 BHK Flat for Rent in Defence Colony Phase 4, Wagholi, Pune",Wagholi,Pune,1600,3,3,3,Furnished,22,35000
254,"2 BHK Flat for Rent in Palanahalli Road, Bangalore",Palanahalli Road,Bangalore,900,2,2,2,Furnished,24,22000
255,"2 BHK Flat for Rent in Park Astra, Marunji, Hinjawadi, Pune",Marunji,Pune,695,2,2,0,Unfurnished,42,29000
256,"1 BHK Flat for Rent in Hill Shire, Wagholi, Pune",Wagholi,Pune,573,1,1,0,Unfurnished,38,22000
257,"3 BHK Flat for Rent in New Rajendra Nagar, New Delhi",New Rajendra Nagar,New Delhi,900,3,2,0,Semi-Furnished,44,40000
258,"3 BHK Flat for Rent in Mukherjee Nagar, New Delhi",Mukherjee Nagar,New Delhi,1200,3,3,0,Semi-Furnished,15,18000
259,"4 BHK Flat for Rent in Safdarjung Enclave, New Delhi",Safdarjung Enclave,New Delhi,2500,4,4,3,Semi-Furnished,100,250000
260,"3 BHK Flat for Rent in Stage 2 Indiranagar, Bangalore",Indira nagar Stage 2,Bangalore,1800,3,3,2,Unfurnished,56,100000
261,"1 BHK Flat for Rent in Godrej The Trees, Vikhroli East, Mumbai",Vikhroli East,Mumbai,475,1,1,0,Semi-Furnished,95,45000
262,4 BHK House for Rent in Doddakannelli Bangalore,Doddakannelli,Bangalore,2200,4,4,0,Furnished,36,80000
263,"3 BHK House for Rent in Kaggadasapura, Indira nagar Bangalore",Kaggadasapura,Bangalore,2400,3,3,0,Semi-Furnished,23,55000
264,"3 BHK Flat for Rent in Lodha Marquise, Worli, Mumbai",Worli,Mumbai,1400,3,4,0,Unfurnished,196,280000
265,"2 BHK Flat for Rent in Virar West, Mumbai",Virar West,Mumbai,964,2,2,3,Unfurnished,12,12000
266,"1 BHK Flat for Rent in Vasant Oasis, Andheri East, Mumbai",Andheri East,Mumbai,444,1,2,0,Unfurnished,108,48000
267,"2 BHK Flat for Rent in Dosti ORO 67, Kandivali West, Mumbai",Kandivali West,Mumbai,608,2,2,0,Unfurnished,74,45000
268,"3 BHK Flat for Rent in Deshbandhu Apartments, Kalkaji, New Delhi",Kalkaji,New Delhi,1500,3,3,2,Semi-Furnished,43,65000
269,1 BHK House for Rent in Bhandup West Mumbai,Bhandup West,Mumbai,200,1,1,0,Unfurnished,35,7000
270,"2 BHK Flat for Rent in Gopal Nagar, Nagpur",Gopal Nagar,Nagpur,750,2,2,2,Unfurnished,21,16000
271,"3 BHK Flat for Rent in Sant Nagar Burari, New Delhi",St Nagar Burari,New Delhi,450,3,2,0,Furnished,33,15000
272,"2 BHK Flat for Rent in Forest County, Kharadi, Pune",Kharadi,Pune,1000,2,2,2,Semi-Furnished,40,40000
273,1 BHK House for Rent in Sector 14 Rohini New Delhi,Sector 14 Rohini,New Delhi,200,1,1,0,Furnished,40,8000
274,"3 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,1800,3,4,3,Furnished,67,120000
275,1 BHK House for Rent in Neb Sarai Sainik Farm New Delhi,Neb Sarai,New Delhi,585,1,1,0,Furnished,29,17000
276,2 BHK House for Rent in Kaval Bairasandra Bangalore,Kaval Byrasandra,Bangalore,800,2,2,0,Semi-Furnished,25,20000
277,1 BHK House for Rent in Kammanahalli Bangalore,Kammanahalli,Bangalore,300,1,1,0,Semi-Furnished,27,8000
278,"3 BHK Flat for Rent in Mirchandani Palms, Rahatani Gaon, Pune",Rahatani Gaon,Pune,1500,3,3,3,Furnished,30,45000
279,2 BHK House for Rent in Besa Nagpur,Besa,Nagpur,1200,2,2,0,Semi-Furnished,12,15000
280,"2 BHK Flat for Rent in Vinayak Nagar Kattigenahalli, Bangalore",Vinayak Nagar,Bangalore,1220,2,2,3,Semi-Furnished,12,15000
281,"3 BHK Flat for Rent in Kirti Nagar, New Delhi",Kirti Nagar,New Delhi,1359,3,2,2,Unfurnished,22,30400
282,"3 BHK Flat for Rent in Yerwada Village, Pune",Yerwada Village,Pune,1300,3,3,0,Semi-Furnished,15,20000
283,2 BHK House for Rent in Sunkadakatte Bangalore,Sunkadakatte,Bangalore,600,2,1,0,Semi-Furnished,15,9000
284,5 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,5900,5,7,0,Semi-Furnished,89,530000
285,"2 BHK Flat for Rent in Mahim West, Mumbai",Mahim West,Mumbai,550,2,2,0,Semi-Furnished,104,57000
286,"3 BHK Flat for Rent in Oberoi Sky City, Magathane, Mumbai",Magathane,Mumbai,1132,3,3,0,Semi-Furnished,110,130000
287,"4 BHK Flat for Rent in Eon Waterfront, Kharadi, Pune",Kharadi,Pune,2202,4,5,2,Unfurnished,45,100000
288,"2 BHK Flat for Rent in Kanchan Ganga, Hingna, Nagpur",Hingna,Nagpur,500,2,1,0,Semi-Furnished,11,5500
289,"1 BHK Flat for Rent in Wagholi, Pune",Wagholi,Pune,500,1,1,0,Furnished,31,15500
290,"3 BHK Flat for Rent in Old Rajinder Nagar, New Delhi",Old Rajendra Nagar,New Delhi,800,3,3,3,Unfurnished,94,75000
291,"2 BHK Flat for Rent in Godhani, Nagpur",Godhani,Nagpur,730,2,1,0,Unfurnished,7,5000
292,"1 BHK Flat for Rent in Kakrola, New Delhi",Kakrola,New Delhi,450,1,1,0,Unfurnished,13,6000
293,"2 BHK Flat for Rent in Lodha Eternis, Andheri East, Mumbai",Andheri East,Mumbai,1026,2,2,0,Furnished,82,84000
294,"2 BHK Flat for Rent in Paranjape Broadway, Wakad, Pune",Wakad,Pune,900,2,2,2,Unfurnished,36,32000
295,1 BHK House for Rent in Phase 2 Electronic City Bangalore,Electronic City Phase 2,Bangalore,400,1,1,0,Furnished,54,21500
296,"5 BHK Flat for Rent in Anchepalya, Bangalore",Anchepalya,Bangalore,2171,5,5,2,Furnished,39,85000
297,"1 BHK Flat for Rent in Byculla, Mumbai",Byculla,Mumbai,300,1,1,0,Unfurnished,83,25000
298,"1 BHK Flat for Rent in Ekta Nagar Kandivali West, Mumbai",Ekta Nagar Kandivali West,Mumbai,475,1,2,0,Furnished,79,37500
299,"3 BHK Flat for Rent in Triumph Towers, Chincholi Phatak, Mumbai",Chincholi Phatak,Mumbai,1127,3,3,0,Furnished,91,100000
300,"1 BHK House for Rent in Vishrantwadi, Airport Road Pune",Vishrantwadi,Pune,600,1,1,0,Semi-Furnished,13,8000
301,2 BHK House for Rent in Ayodhya Nagar Nagpur,Ayodhya Nagar,Nagpur,650,2,1,2,Semi-Furnished,20,13000
302,"2 BHK Flat for Rent in Haji Colony Jasola Vihar, New Delhi",Haji Colony,New Delhi,900,2,2,0,Unfurnished,13,12000
303,3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2500,3,3,3,Unfurnished,18,45199
304,"3 BHK Flat for Rent in Shree Gajanan Vihar, Manewada, Nagpur",Manewada,Nagpur,1150,3,2,3,Semi-Furnished,22,25000
305,"2 BHK Flat for Rent in Pyramid City IV, Pipla, Nagpur",Pipla,Nagpur,980,2,2,2,Unfurnished,12,12000
306,"2 BHK Flat for Rent in Raheja Reflection Eternity, Kandivali East, Mumbai",Kandivali East,Mumbai,750,2,2,0,Unfurnished,91,68000
307,"2 BHK Flat for Rent in Magarpatta Jasminium, Magarpatta, Pune",Magarpatta City,Pune,1170,2,2,2,Furnished,36,42000
308,"1 BHK Flat for Rent in Heer Ranja Apartments, Chinchwad, Pimpri Chinchwad, Pune",Chinchwad,Pune,600,1,1,0,Furnished,26,15500
309,"1 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bangalore,400,1,1,0,Unfurnished,25,10000
310,"2 BHK Flat for Rent in Prithvi Layout, Whitefield, Bangalore",Prithvi layout,Bangalore,850,2,2,0,Unfurnished,34,29000
311,"3 BHK Flat for Rent in Chandivali, Mumbai",Chandivali,Mumbai,1150,3,3,0,Furnished,87,100000
312,"1 BHK Flat for Rent in Lodha New Cuffe Parade, Wadala East, Mumbai",Wadala East,Mumbai,511,1,1,2,Furnished,157,80000
313,"2 BHK Flat for Rent in Aali Village, New Delhi",Aali Village,New Delhi,570,2,1,0,Unfurnished,14,7800
314,"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,2072,3,4,0,Furnished,39,80000
315,"3 BHK Flat for Rent in SKYi First, Bhugaon, Bavdhan, Pune",Bhugaon,Pune,780,3,2,0,Semi-Furnished,17,13000
316,"2 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,30,2,2,0,Semi-Furnished,467,14000
317,"2 BHK Flat for Rent in 38 Park Majestique, Undri, Pune",Undri,Pune,850,2,2,2,Unfurnished,19,16000
318,"2 BHK Flat for Rent in West Sagarpur, New Delhi",Sagarpur West,New Delhi,590,2,2,0,Unfurnished,14,8000
319,"2 BHK Flat for Rent in Sunteck Maxx World, Naigaon East, Mumbai",Naigaon East,Mumbai,600,2,2,3,Unfurnished,25,15000
320,"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,528,1,1,0,Semi-Furnished,19,10000
321,"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1073,3,3,0,Semi-Furnished,121,130000
322,2 BHK House for Rent in Dabri New Delhi,Dabri,New Delhi,900,2,2,0,Semi-Furnished,11,10000
323,"2 BHK Flat for Rent in Sai Radha Complex, Bhandup West, Mumbai",Bhandup West,Mumbai,950,2,2,0,Semi-Furnished,42,40000
324,"4 BHK Flat for Rent in Jeevan Niketan, New Delhi",Jeevan Niketan,New Delhi,1800,4,3,0,Unfurnished,25,45000
325,"2 BHK Flat for Rent in Sharada Paritosh, Balewadi, Pune",Balewadi,Pune,800,2,2,2,Unfurnished,31,25000
326,"1 BHK Flat for Rent in Malad Apartment, Malad West, Mumbai",Malad West,Mumbai,400,1,2,0,Unfurnished,58,23000
327,4 BHK Villa for Rent in Seegehalli Bangalore,Seegehalli,Bangalore,2900,4,4,2,Semi-Furnished,34,100000
328,"2 BHK Flat for Rent in Giriraj Tower, Mira Road Area, Mumbai",Mira Road,Mumbai,1080,2,2,0,Semi-Furnished,19,20000
329,"3 BHK Flat for Rent in Nyati Esteban I, Undri, Pune",Undri,Pune,2025,3,3,2,Semi-Furnished,24,48000
330,2 BHK House for Rent in Suyognagar Nagpur,Suyognagar,Nagpur,450,2,2,0,Semi-Furnished,44,20000
331,"1 BHK Flat for Rent in Arkade Crown, Borivali West, Mumbai",Borivali West,Mumbai,445,1,1,0,Unfurnished,85,38000
332,"1 BHK Flat for Rent in Evershine Millenium Paradise, Thakur Village, Kandivali East, Mumbai",Thakur Village,Mumbai,535,1,1,0,Semi-Furnished,67,36000
333,4 BHK Villa for Rent in Devanahalli Bangalore,Devanahalli,Bangalore,3100,4,6,4,Furnished,29,90000
334,"1 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,297,1,1,0,Semi-Furnished,33.666666666666664,10000
335,"1 BHK Flat for Rent in Laxmi Vihar Nawada, New Delhi",Laxmi Vihar Nawada,New Delhi,405,1,1,0,Semi-Furnished,30,12000
336,"2 BHK Flat for Rent in Vardhaman Heights, Rahatani, Pune",Rahatni,Pune,960,2,2,0,Furnished,29,28000
337,"2 BHK Flat for Rent in Kammanahalli, Bangalore",Kammanahalli,Bangalore,1200,2,1,0,Semi-Furnished,17,20000
338,"2 BHK Flat for Rent in Abul Fazal Enclave Part 1, Okhla, New Delhi",Abul Fazal Enclave Part 1,New Delhi,540,2,1,0,Unfurnished,28,15000
339,"2 BHK Flat for Rent in Venkatesh Graffiti, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,783,2,2,2,Semi-Furnished,36,28000
340,1 BHK House for Rent in Spice Garden Layout Bangalore,Spice Garden Layout,Bangalore,800,1,2,0,Semi-Furnished,21,16500
341,"2 BHK Flat for Rent in Dakshini Pitampura, New Delhi",Dakshini Pitampura,New Delhi,900,2,2,2,Semi-Furnished,32,28500
342,"2 BHK Flat for Rent in Chandak Cornerstone, Worli, Mumbai",Worli,Mumbai,609,2,2,0,Semi-Furnished,148,90000
343,2 BHK House for Rent in Block 6th Koramangala Bangalore,Block 6th Koramangala,Bangalore,1000,2,2,0,Semi-Furnished,32,32000
344,4 BHK House for Rent in Ex Servicemen Colony RT Nagar Bangalore,Ex Service Men Colony,Bangalore,3700,4,4,4,Unfurnished,11,39000
345,"1 BHK Flat for Rent in Yashwin Anand, Sus, Pune",Sus,Pune,510,1,1,2,Semi-Furnished,39,20000
346,"3 BHK Flat for Rent in Hill Shire, Wagholi, Pune",Wagholi,Pune,1260,3,3,0,Unfurnished,19,24000
347,"3 BHK Flat for Rent in Mahatma Gandhi Nagar, Basaveshvara Nagar, Bangalore",Mahatma Gandhi Nagar,Bangalore,1545,3,3,2,Semi-Furnished,55,85000
348,"2 BHK Flat for Rent in Pimpri, Pune",Pimpri,Pune,750,2,1,2,Unfurnished,27,20000
349,4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,4035,4,5,10,Unfurnished,99,400000
350,"2 BHK Flat for Rent in Matunga West, Mumbai",Matunga West,Mumbai,750,2,2,0,Unfurnished,147,110000
351,"2 BHK Flat for Rent in Kotla Mubarakpur, South Extension, New Delhi",Kotla Mubarakpur,New Delhi,990,2,2,0,Semi-Furnished,27,27000
352,"1 BHK Flat for Rent in Katraj Kondhwa Road, Pune",Katraj Kondhwa Road,Pune,533,1,1,0,Unfurnished,20,10500
353,4 BHK House for Rent in Shanti Niketan New Delhi,Shanti Niketan,New Delhi,9000,4,4,4,Semi-Furnished,105.55555555555556,950000
354,"1 BHK Flat for Rent in Karthik Nagar, Bangalore",Karthik Nagar,Bangalore,500,1,1,0,Furnished,50,25000
355,"3 BHK Flat for Rent in Oberoi Exquisite, Goregaon East, Mumbai",Goregaon East,Mumbai,996,3,3,2,Furnished,191,190000
356,"2 BHK Flat for Rent in Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,750,2,1,0,Semi-Furnished,20,15000
357,"1 BHK Flat for Rent in Dahisar West, Mumbai",Dahisar West,Mumbai,375,1,1,0,Unfurnished,67,25000
358,"3 BHK Flat for Rent in Shree Swaminarayan Enclave, Wathoda, Nagpur",Wathoda,Nagpur,1700,3,3,3,Unfurnished,14,23000
359,3 BHK House for Rent in Nagavara Bangalore,Nagavara,Bangalore,1400,3,2,0,Semi-Furnished,25,35000
360,2 BHK House for Rent in Uttam Nagar New Delhi,Uttam Nagar,New Delhi,585,2,1,0,Unfurnished,14,8000
361,1 BHK House for Rent in Sector 2 HSR Layout Bangalore,Sector 2 HSR Layout,Bangalore,550,1,1,0,Semi-Furnished,41,22500
362,"3 BHK Flat for Rent in Dsk Madhuban, Andheri East, Mumbai",Andheri East,Mumbai,950,3,2,2,Unfurnished,89,85000
363,"2 BHK Flat for Rent in Platinum Life, Andheri West, Mumbai",Andheri West,Mumbai,765,2,2,0,Unfurnished,144,110000
364,2 BHK House for Rent in Abbigere Bangalore,Abbigere,Bangalore,650,2,1,0,Unfurnished,8,5000
365,"3 BHK Flat for Rent in DPS Apartment, Sector 4 Dwarka, New Delhi",Sector 4 Dwarka,New Delhi,1650,3,3,3,Unfurnished,24,40000
366,"3 BHK Flat for Rent in Durvang Residency, Somalwada, Nagpur",Somalwada,Nagpur,1200,3,3,2,Unfurnished,21,25000
367,"2 BHK Flat for Rent in JB Nagar, Mumbai",JB Nagar,Mumbai,1000,2,2,0,Furnished,75,75000
368,"1 BHK Flat for Rent in Butibori, Nagpur",Butibori,Nagpur,530,1,1,2,Semi-Furnished,10,5500
369,2 BHK Villa for Rent in Uruli Devachi Pune,Uruli Devachi,Pune,1000,2,2,0,Semi-Furnished,10,10000
370,"3 BHK Flat for Rent in Doddakannelli, Bangalore",Doddakannelli,Bangalore,1500,3,3,2,Unfurnished,30,45000
371,"4 BHK Flat for Rent in Manyata Residency, Thanisandra, Bangalore",Manyata Residency,Bangalore,3100,4,5,2,Semi-Furnished,37,110000
372,"1 BHK Flat for Rent in Kolte Patil Downtown Xenia, Kharadi, Pune",Kharadi,Pune,625,1,2,0,Unfurnished,45,28000
373,"2 BHK Flat for Rent in Dabha, Nagpur",Dabha,Nagpur,950,2,2,2,Furnished,15,14000
374,"1 BHK Flat for Rent in Jay Prakash Nagar Goregaon East, Mumbai",Jayprakash Nagar,Mumbai,375,1,2,0,Unfurnished,112,42000
375,"3 BHK Flat for Rent in Poorthi Vihar, Goregaon West, Mumbai",Goregaon West,Mumbai,1200,3,3,2,Unfurnished,58,70000
376,"2 BHK Flat for Rent in Kapas Hera, New Delhi",Kapashera,New Delhi,600,2,2,0,Semi-Furnished,18,11000
377,1 BHK House for Rent in Dattapada Mumbai,Dattapada,Mumbai,600,1,1,0,Unfurnished,38,23000
378,"2 BHK Flat for Rent in RT Nagar, Bangalore",RT Nagar,Bangalore,600,2,2,0,Semi-Furnished,27,16000
379,"1 BHK Flat for Rent in Paranjape The Groves, Hinjawadi, Pune",Hinjewadi,Pune,500,1,1,0,Furnished,60,30000
380,"2 BHK Flat for Rent in Lohegaon, Pune",Lohegaon,Pune,710,2,1,0,Unfurnished,17,12000
381,2 BHK House for Rent in Arjan Garh New Delhi,Arjan Garh,New Delhi,1350,2,2,0,Semi-Furnished,9,12000
382,"2 BHK Flat for Rent in ARV New Town, Pisoli, Pune",Pisoli,Pune,700,2,2,0,Unfurnished,9,6000
383,"2 BHK House for Rent in Akshya Nagar, Ramamurthi Nagar Bangalore",Akshya Nagar,Bangalore,1000,2,2,0,Furnished,19,18500
384,"3 BHK Flat for Rent in Skyi Manas Lake, Bhukum, Pune",Bhukum,Pune,800,3,3,3,Semi-Furnished,25,20000
385,"2 BHK Flat for Rent in Sneh Nagar, Nagpur",Sneh Nagar,Nagpur,1000,2,2,2,Furnished,30,30000
386,"4 BHK Flat for Rent in Trump Tower, Worli, Mumbai",Worli,Mumbai,1605,4,4,0,Semi-Furnished,237,380000
387,"1 BHK Flat for Rent in Shikrapur, Pune",Shikrapur,Pune,750,1,1,0,Semi-Furnished,9,7000
388,"2 BHK Flat for Rent in Joyville Hadapsar Annexe Phase 14, Hadapsar, Pune",Hadapsar,Pune,620,2,2,2,Semi-Furnished,39,24000
389,"2 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,750,2,2,0,Furnished,87,65000
390,"3 BHK Flat for Rent in Lodha Fiorenza, Goregaon East, Mumbai",Goregaon East,Mumbai,1080,3,3,2,Unfurnished,97,110000
391,"3 BHK Flat for Rent in Zest County, Lohegaon, Pune",Lohegaon,Pune,1100,3,2,2,Furnished,27,30000
392,2 BHK House for Rent in South Extension 1 New Delhi,South Extension 1,New Delhi,210,2,3,3,Unfurnished,229,48000
393,"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1224,3,2,0,Unfurnished,25,30000
394,1 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bangalore,400,1,1,0,Semi-Furnished,35,14000
395,"4 BHK Flat for Rent in Vile Parle East, Mumbai",Vile Parle East,Mumbai,1500,4,4,2,Unfurnished,107,160000
396,"1 BHK Flat for Rent in Sonesta, Wakad, Pune",Wakad,Pune,898,1,1,0,Furnished,22,20000
397,"2 BHK Flat for Rent in Tumkur Road, Bangalore",Tumkur Road,Bangalore,569,2,2,0,Semi-Furnished,22,12500
398,"1 BHK Flat for Rent in Bibwewadi, Pune",Bibwewadi,Pune,580,1,1,0,Unfurnished,24,14000
399,"2 BHK Flat for Rent in Peninsula Ashok Towers, Parel, Mumbai",Parel,Mumbai,850,2,2,2,Furnished,200,170000
400,2 BHK House for Rent in Dwarka Mor New Delhi,Dwarka Mor,New Delhi,630,2,1,0,Unfurnished,14,9000
401,"2 BHK Flat for Rent in RT Nagar, Bangalore",RT Nagar,Bangalore,1200,2,2,0,Furnished,29,35000
402,"1 BHK Flat for Rent in Shastri Apartments, Camp, Pune",Camp,Pune,550,1,2,0,Semi-Furnished,36,20000
403,"2 BHK Flat for Rent in Block 32 East Patel Nagar, New Delhi",Block 32 East Patel Nagar,New Delhi,2000,2,1,0,Furnished,28,55000
404,"1 BHK Flat for Rent in Shriram Plaza, Mahalaxmi Nagar, Nagpur",Mahalaxmi Nagar,Nagpur,850,1,1,2,Semi-Furnished,14,12000
405,3 BHK House for Rent in Gunjur Balagere Road Bangalore,Gunjur Balagere Road,Bangalore,1400,3,3,2,Semi-Furnished,29,40000
406,1 BHK House for Rent in Katraj Kondhwa Road Pune,Katraj Kondhwa Road,Pune,300,1,1,0,Semi-Furnished,15,4500
